url,status,elapsed_s,purpose
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Teodor%20Lungu,200,1.4,search:Teodor Lungu
https://www.transfermarkt.us/teodor-lungu/profil/spieler/577515,200,7.65,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Moses%20Abbey,200,2.11,search:Moses Abbey
https://www.transfermarkt.us/moses-abbey/profil/spieler/867947,200,3.1,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=%C3%81lex%20Mu%C3%B1oz,200,1.34,search:Álex Muñoz
https://www.transfermarkt.us/alex-munoz/profil/spieler/243760,200,1.39,profile_verify
https://www.transfermarkt.us/alex-munoz/profil/spieler/229274,200,1.31,profile_verify
https://www.transfermarkt.us/alex-munoz/profil/spieler/1008879,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Vasilios%20Zagaritis,200,2.28,search:Vasilios Zagaritis
https://www.transfermarkt.us/vasilios-zagaritis/profil/spieler/613781,200,1.36,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Chico%20Lamba,200,1.48,search:Chico Lamba
https://www.transfermarkt.us/chico-lamba/profil/spieler/744186,200,1.28,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Morten%20Konradsen,200,1.33,search:Morten Konradsen
https://www.transfermarkt.us/morten-konradsen/profil/spieler/224080,200,2.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Silas%20Gnaka,200,1.44,search:Silas Gnaka
https://www.transfermarkt.us/silas-gnaka/profil/spieler/481091,200,1.3,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Gunnar%20Bergmann%20Sigmarsson,200,1.36,search:Gunnar Bergmann Sigmarsson
https://www.transfermarkt.us/gunnar-bergmann-sigmarsson/profil/spieler/787044,200,1.28,profile_verify
